"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.622318256E1,4.767946020E1,1.769274952E1,1.194268967E2,1.364676285E1,3.575872192E2,8.001208274E0,8.001208274E0
1.722389817E1,4.767958013E1,1.769274678E1,1.194130388E2,1.317433643E1,3.575872192E2,8.001208274E0,8.001208274E0
1.822455966E1,4.767968679E1,1.769274514E1,1.194043746E2,1.108259201E1,3.575872192E2,8.001208274E0,8.001208274E0
1.922518253E1,4.767977934E1,1.769274416E1,1.193989763E2,1.108259201E1,3.575872192E2,8.001208274E0,8.001208274E0
2.022576129E1,4.767985253E1,1.769274614E1,1.193288793E2,8.956117630E0,3.593239441E2,8.001208274E0,8.001208274E0
2.122629285E1,4.767992624E1,1.769275278E1,1.191850348E2,8.545700073E0,3.593239441E2,6.000906205E0,6.000906205E0
2.222680318E1,4.768000450E1,1.769280415E1,1.189918891E2,9.675202370E0,2.663616180E1,6.000906205E0,6.000906205E0
2.322727072E1,4.768008622E1,1.769285343E1,1.187764136E2,9.675202370E0,3.535615234E2,6.000906205E0,6.000906205E0
2.422772396E1,4.768013263E1,1.769286935E1,1.186323548E2,9.312215805E0,3.535615234E2,6.000906205E0,6.000906205E0
2.522817123E1,4.768020223E1,1.769284569E1,1.185414566E2,9.312215805E0,3.262276611E2,6.000906205E0,6.000906205E0
2.622856307E1,4.768031460E1,1.769276469E1,1.184845900E2,1.013283062E1,3.526718140E2,6.000906205E0,6.000906205E0
2.722892630E1,4.768043380E1,1.769272698E1,1.184490755E2,1.144788074E1,3.576312866E2,6.000906205E0,6.000906205E0
2.822927535E1,4.768054102E1,1.769272557E1,1.184268884E2,1.144788074E1,3.596036682E2,6.000906205E0,6.000906205E0
2.922959960E1,4.768066203E1,1.769274063E1,1.184130380E2,1.300017071E1,1.124164224E0,6.000906205E0,6.000906205E0
3.022990298E1,4.768078865E1,1.769273865E1,1.184043882E2,1.437592506E1,1.124164224E0,6.000906205E0,6.000906205E0
3.123019958E1,4.768092484E1,1.769274193E1,1.183989776E2,1.482314396E1,1.124164224E0,4.000604137E0,4.000604137E0
3.223046827E1,4.768106162E1,1.769274700E1,1.183813116E2,1.482314396E1,1.124164224E0,4.000604137E0,4.000604137E0
3.323072314E1,4.768119885E1,1.769275071E1,1.183524637E2,1.526036358E1,1.124164224E0,4.000604137E0,4.000604137E0
3.423096442E1,4.768134238E1,1.769275239E1,1.182329179E2,1.602667618E1,1.124041915E0,4.000604137E0,4.000604137E0
3.523119223E1,4.768148954E1,1.769274514E1,1.179919533E2,1.627335739E1,1.124041915E0,4.000604137E0,4.000604137E0
3.623140693E1,4.768163525E1,1.769274204E1,1.177734812E2,1.627335739E1,1.124041915E0,4.000604137E0,4.000604137E0
3.723161149E1,4.768176847E1,1.769274267E1,1.176302488E2,1.627335739E1,3.520327148E2,4.000604137E0,4.000604137E0
3.823180258E1,4.768193386E1,1.769272038E1,1.175207016E2,1.628705406E1,3.560877075E2,4.000604137E0,4.000604137E0
3.923198545E1,4.768207252E1,1.769273403E1,1.174250011E2,1.642118645E1,3.591352539E2,6.000906205E0,6.000906205E0
4.023215652E1,4.768222391E1,1.769273395E1,1.172181990E2,1.642118645E1,3.591352539E2,6.000906205E0,6.000906205E0
4.123231983E1,4.768237213E1,1.769273214E1,1.169254149E2,1.642118645E1,3.591352539E2,6.000906205E0,6.000906205E0
4.223247433E1,4.768251632E1,1.769273224E1,1.167261917E2,1.591686344E1,3.591352539E2,6.000906205E0,6.000906205E0
4.323262084E1,4.768265841E1,1.769272653E1,1.166001414E2,1.591686344E1,3.587118835E2,6.000906205E0,6.000906205E0
4.423276031E1,4.768279947E1,1.769272063E1,1.165212614E2,1.564958954E1,3.587118835E2,6.000906205E0,6.000906205E0
4.523289132E1,4.768293670E1,1.769272460E1,1.164719824E2,1.564958954E1,3.587118835E2,6.000906205E0,6.000906205E0
4.623301697E1,4.768308050E1,1.769272670E1,1.164411954E2,1.565099430E1,3.587118835E2,6.000906205E0,6.000906205E0
4.723313832E1,4.768322065E1,1.769272596E1,1.164219668E2,1.565099430E1,3.587118835E2,6.000906205E0,6.000906205E0
4.823324955E1,4.768335336E1,1.769272519E1,1.164099640E2,1.520918274E1,3.587118835E2,6.000906205E0,6.000906205E0
4.923335743E1,4.768348472E1,1.769272710E1,1.164024741E2,1.495514107E1,3.587118835E2,6.000906205E0,6.000906205E0
4.923335743E1,4.768586213E1,1.768018984E1,1.211876996E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
4.923335743E1,4.768586203E1,1.768019101E1,1.211876996E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
5.111558533E1,4.768604462E1,1.768024220E1,1.263362567E2,4.119732380E0,-1.000000000E0,4.800000000E1,4.800000000E1
5.211561561E1,4.768604118E1,1.768023603E1,1.004740402E2,5.412819862E0,-1.000000000E0,2.400000000E1,2.400000000E1
5.311564624E1,4.768605767E1,1.768017659E1,1.004740402E2,5.412819862E0,-1.000000000E0,3.200000000E1,3.200000000E1
5.411567628E1,4.768610420E1,1.768012203E1,1.004740402E2,6.097801685E0,-1.000000000E0,1.600000000E1,1.600000000E1
5.511570656E1,4.768616646E1,1.768007772E1,1.004740402E2,7.884179592E0,-1.000000000E0,2.400000000E1,2.400000000E1
5.611573625E1,4.768624238E1,1.768004898E1,1.004740402E2,8.436435699E0,-1.000000000E0,2.400000000E1,2.400000000E1
5.690261185E1,4.768636322E1,1.768004632E1,1.267327204E2,8.436435699E0,-1.000000000E0,2.400362482E1,2.400362482E1
5.790264153E1,4.768644970E1,1.768006287E1,1.147984035E2,9.013191223E0,6.899156151E0,1.600241655E1,1.600241655E1
5.890253711E1,4.768657145E1,1.768004899E1,1.162308398E2,1.033838272E1,3.770168799E0,1.600241655E1,1.600241655E1
6.098787439E1,4.768666828E1,1.768004266E1,1.163740834E2,1.147906208E1,3.033044577E0,1.200181241E1,1.200181241E1
6.198790324E1,4.768675452E1,1.768004943E1,1.163884078E2,1.161392498E1,3.033044577E0,1.200181241E1,1.200181241E1
6.298793232E1,4.768685570E1,1.768005737E1,1.163898402E2,1.161392498E1,3.033044577E0,1.200181241E1,1.200181241E1
6.309677553E1,4.768696231E1,1.768006573E1,1.163899835E2,1.183817673E1,3.033044577E0,1.200181241E1,1.200181241E1
6.409680367E1,4.768707105E1,1.768007332E1,1.163899978E2,1.188605595E1,2.218013048E0,8.001208274E0,8.001208274E0
6.510002482E1,4.768718314E1,1.768007975E1,1.163899992E2,1.265594959E1,2.218013048E0,8.001208274E0,8.001208274E0
6.610005224E1,4.768725383E1,1.768008381E1,1.163899994E2,1.265594959E1,2.217806816E0,8.001208274E0,8.001208274E0
6.797679043E1,4.768740555E1,1.768009278E1,1.163899994E2,1.230978489E1,2.289285183E0,8.001208274E0,8.001208274E0
6.897681749E1,4.768750567E1,1.768009871E1,1.163899994E2,1.202975655E1,2.289285183E0,8.001208274E0,8.001208274E0
6.997690392E1,4.768762807E1,1.768010550E1,1.163899994E2,1.176372242E1,2.003055811E0,8.001208274E0,8.001208274E0
7.097699070E1,4.768774315E1,1.768011146E1,1.163899994E2,1.176372242E1,2.003055811E0,8.001208274E0,8.001208274E0
7.197706568E1,4.768784897E1,1.768011694E1,1.163899994E2,1.176372242E1,2.003055811E0,8.001208274E0,8.001208274E0
7.297713828E1,4.768795261E1,1.768012231E1,1.163899994E2,1.208284092E1,2.003055811E0,8.001208274E0,8.001208274E0
7.397719359E1,4.768805902E1,1.768012782E1,1.163899994E2,1.146835709E1,2.003055811E0,8.001208274E0,8.001208274E0
7.497724771E1,4.768816239E1,1.768013317E1,1.163899994E2,1.146835709E1,2.003055811E0,8.001208274E0,8.001208274E0
7.597728980E1,4.768822588E1,1.768013646E1,1.163899994E2,1.127394867E1,2.003055811E0,8.001208274E0,8.001208274E0
7.697733080E1,4.768834904E1,1.768014052E1,1.163899994E2,1.081113148E1,0.000000000E0,8.001208274E0,8.001208274E0
7.797736096E1,4.768843850E1,1.768013931E1,1.163899994E2,9.476302147E0,3.576070557E2,8.001208274E0,8.001208274E0
7.897739089E1,4.768848122E1,1.768012306E1,1.163899994E2,9.476302147E0,3.415119934E2,8.001208274E0,8.001208274E0
7.997741878E1,4.768854157E1,1.768006145E1,1.163899994E2,9.476302147E0,3.162447510E2,8.001208274E0,8.001208274E0
8.097744966E1,4.768859439E1,1.767995274E1,1.163899994E2,9.983635902E0,2.917409668E2,8.001208274E0,8.001208274E0
8.197747767E1,4.768861575E1,1.767984433E1,1.163899994E2,1.149184036E1,2.807520752E2,8.001208274E0,8.001208274E0
8.297750616E1,4.768862175E1,1.767969797E1,1.163899994E2,1.265889072E1,2.716797485E2,8.001208274E0,8.001208274E0
8.397753346E1,4.768861333E1,1.767952791E1,1.163899994E2,1.265889072E1,2.662749329E2,1.282387070E1,1.282387070E1
8.497756207E1,4.768860467E1,1.767933104E1,1.163899994E2,1.406322670E1,2.662749329E2,1.404297520E1,1.404297520E1
8.597758937E1,4.768859472E1,1.767910473E1,1.163899994E2,1.531942081E1,2.662749329E2,1.488933740E1,1.488933740E1
8.697761619E1,4.768871466E1,1.767888778E1,1.163899994E2,1.544548512E1,2.667211274E2,8.001208274E0,8.001208274E0
8.797764325E1,4.768870581E1,1.767867959E1,1.163908508E2,1.531942081E1,2.665967906E2,8.001208274E0,8.001208274E0
8.897767019E1,4.768869203E1,1.767846996E1,1.165584088E2,1.525589466E1,2.667702228E2,8.001208274E0,8.001208274E0
8.997769809E1,4.768867470E1,1.767826016E1,1.167514402E2,1.478982067E1,2.661914326E2,8.001208274E0,8.001208274E0
9.097772419E1,4.768864904E1,1.767805562E1,1.169019201E2,1.478982067E1,2.649947834E2,8.001208274E0,8.001208274E0
9.197775102E1,4.768863295E1,1.767786875E1,1.170300999E2,1.438641453E1,2.649192415E2,8.001208274E0,8.001208274E0
9.297777760E1,4.768861444E1,1.767769929E1,1.171331430E2,1.297602558E1,2.681522706E2,6.000906205E0,6.000906205E0
9.397780359E1,4.768856717E1,1.767751993E1,1.172223292E2,1.045043850E1,2.874745789E2,6.000906205E0,6.000906205E0
9.497782969E1,4.768859329E1,1.767743683E1,1.172845452E2,1.045043850E1,2.992825012E2,6.000906205E0,6.000906205E0
9.597785664E1,4.768865658E1,1.767729436E1,1.173097732E2,1.006923199E1,3.051896057E2,6.000906205E0,6.000906205E0
9.697788179E1,4.768870193E1,1.767718145E1,1.173180913E2,9.692708015E0,3.083337402E2,6.000906205E0,6.000906205E0
9.797792017E1,4.768872041E1,1.767714684E1,1.173299231E2,6.359368801E0,3.083337402E2,6.000906205E0,6.000906205E0
9.897793353E1,4.768879737E1,1.767705642E1,1.173012098E2,6.775436401E0,3.228599854E2,6.000906205E0,6.000906205E0
9.997795939E1,4.768884423E1,1.767700385E1,1.172745668E2,6.775436401E0,3.228599854E2,6.000906205E0,6.000906205E0
1.009779855E2,4.768887747E1,1.767695925E1,1.172817490E2,7.109316349E0,3.135805359E2,6.000906205E0,6.000906205E0
1.019780110E2,4.768893033E1,1.767684914E1,1.173178020E2,9.172054291E0,3.042268372E2,6.000906205E0,6.000906205E0
1.029780360E2,4.768898280E1,1.767673528E1,1.172941337E2,1.110412025E1,3.043579712E2,6.000906205E0,6.000906205E0
1.039780622E2,4.768903718E1,1.767661046E1,1.172370687E2,1.110412025E1,3.009773560E2,6.000906205E0,6.000906205E0
1.049780874E2,4.768909332E1,1.767647638E1,1.172037041E2,1.156661987E1,3.026175232E2,6.000906205E0,6.000906205E0
1.059781125E2,4.768915751E1,1.767632782E1,1.172362243E2,1.279258633E1,3.026175232E2,6.000906205E0,6.000906205E0
1.069781383E2,4.768921730E1,1.767618946E1,1.172710483E2,1.279258633E1,3.026175232E2,6.000906205E0,6.000906205E0
1.079781630E2,4.768927943E1,1.767604565E1,1.171648185E2,1.219674587E1,3.026175232E2,6.000906205E0,6.000906205E0
1.089781886E2,4.768933098E1,1.767592636E1,1.170545769E2,1.175664425E1,3.026175232E2,6.000906205E0,6.000906205E0
1.099782141E2,4.768938296E1,1.767580524E1,1.170384304E2,1.064587784E1,3.019904785E2,6.000906205E0,6.000906205E0
1.109782393E2,4.768943803E1,1.767567468E1,1.170716424E2,1.084793377E1,3.019904785E2,6.000906205E0,6.000906205E0
1.119782645E2,4.768948840E1,1.767555526E1,1.169947772E2,1.084793377E1,3.019904785E2,6.000906205E0,6.000906205E0
1.129782890E2,4.768957191E1,1.767535925E1,1.168331447E2,1.204348469E1,3.071005249E2,6.000906205E0,6.000906205E0
1.139783143E2,4.768963456E1,1.767525550E1,1.167348861E2,1.461554432E1,3.139838257E2,6.000906205E0,6.000906205E0
1.149783390E2,4.768974470E1,1.767510502E1,1.166122032E2,1.461554432E1,3.283142090E2,6.000906205E0,6.000906205E0
1.159783647E2,4.768984515E1,1.767501835E1,1.165294576E2,1.440824604E1,3.321513367E2,6.000906205E0,6.000906205E0
1.169783889E2,4.768996262E1,1.767492652E1,1.164771691E2,1.440824604E1,3.360751343E2,6.000906205E0,6.000906205E0
1.179784141E2,4.769008867E1,1.767484759E1,1.164444470E2,1.431114578E1,3.400056763E2,6.000906205E0,6.000906205E0
1.189784385E2,4.769020736E1,1.767478683E1,1.164240086E2,1.453178692E1,3.418647461E2,6.000906205E0,6.000906205E0
1.199784645E2,4.769032597E1,1.767474211E1,1.164112394E2,1.453178692E1,3.490136719E2,6.000906205E0,6.000906205E0
1.209784886E2,4.769047153E1,1.767471234E1,1.164032608E2,1.453372478E1,3.539876709E2,6.000906205E0,6.000906205E0
1.219785131E2,4.769060459E1,1.767469158E1,1.163982744E2,1.492210007E1,3.539876709E2,6.000906205E0,6.000906205E0
1.229785383E2,4.769074820E1,1.767467181E1,1.163951665E2,1.527689266E1,3.550316467E2,6.000906205E0,6.000906205E0
1.239785630E2,4.769088278E1,1.767465449E1,1.163932215E2,1.527689266E1,3.550316467E2,6.000906205E0,6.000906205E0
1.249785883E2,4.769101906E1,1.767463694E1,1.163920107E2,1.539618969E1,3.550316467E2,6.000906205E0,6.000906205E0
1.259786125E2,4.769115969E1,1.767461883E1,1.163912580E2,1.565979767E1,3.550316467E2,6.000906205E0,6.000906205E0
1.269786372E2,4.769130561E1,1.767460005E1,1.163907844E2,1.625710297E1,3.550316467E2,6.000906205E0,6.000906205E0
1.279786620E2,4.769144930E1,1.767458155E1,1.163904899E2,1.625710297E1,3.550316467E2,6.000906205E0,6.000906205E0
1.289786865E2,4.769160023E1,1.767456211E1,1.163903094E2,1.629565048E1,3.550316467E2,6.000906205E0,6.000906205E0
1.299787112E2,4.769174752E1,1.767454315E1,1.163901952E2,1.573205471E1,3.550316467E2,6.000906205E0,6.000906205E0
1.309787365E2,4.769188977E1,1.767452484E1,1.163901151E2,1.579297066E1,3.550316467E2,6.000906205E0,6.000906205E0
1.319787617E2,4.769202814E1,1.767450702E1,1.163900659E2,1.578818607E1,3.550316467E2,6.000906205E0,6.000906205E0
1.329787858E2,4.769217066E1,1.767448867E1,1.163900472E2,1.578818607E1,3.550316467E2,6.000906205E0,6.000906205E0
1.339788105E2,4.769231807E1,1.767446969E1,1.163900316E2,1.573324776E1,3.550316467E2,6.000906205E0,6.000906205E0
1.349788355E2,4.769246108E1,1.767445128E1,1.163648439E2,1.573324776E1,3.550316467E2,6.000906205E0,6.000906205E0
1.359788599E2,4.769259926E1,1.767443349E1,1.163306021E2,1.566129398E1,3.550316467E2,6.000906205E0,6.000906205E0
1.369788848E2,4.769273845E1,1.767441557E1,1.163364751E2,1.539664841E1,3.550316467E2,6.000906205E0,6.000906205E0
1.379789097E2,4.769286940E1,1.767439871E1,1.163549289E2,1.447872353E1,3.550316467E2,6.000906205E0,6.000906205E0
1.389789339E2,4.769300528E1,1.767438121E1,1.163679255E2,1.481778717E1,3.550316467E2,6.000906205E0,6.000906205E0
1.399789582E2,4.769313869E1,1.767436474E1,1.163762014E2,1.481778717E1,3.554161072E2,6.000906205E0,6.000906205E0
1.409789830E2,4.769326917E1,1.767434924E1,1.163813823E2,1.481778717E1,3.554161072E2,6.000906205E0,6.000906205E0
1.419790078E2,4.769340081E1,1.767433361E1,1.163846196E2,1.453850460E1,3.554161072E2,6.000906205E0,6.000906205E0
1.429790320E2,4.769353457E1,1.767431773E1,1.163866324E2,1.453850460E1,3.554161072E2,6.000906205E0,6.000906205E0
1.439790568E2,4.769366441E1,1.767430127E1,1.163878911E2,1.448861980E1,3.550525818E2,6.000906205E0,6.000906205E0
1.449790820E2,4.769379821E1,1.767428412E1,1.163886899E2,1.448861980E1,3.550525818E2,6.000906205E0,6.000906205E0
1.459791062E2,4.769393571E1,1.767426740E1,1.163891818E2,1.496751976E1,3.564124146E2,6.000906205E0,6.000906205E0
1.469791301E2,4.769406736E1,1.767425517E1,1.163894919E2,1.496751976E1,3.564124146E2,6.000906205E0,6.000906205E0
1.479791555E2,4.769419213E1,1.767424110E1,1.163896740E2,1.468247032E1,3.538008728E2,6.000906205E0,6.000906205E0
1.489791794E2,4.769429583E1,1.767422442E1,1.163898021E2,1.266343498E1,3.538014832E2,6.000906205E0,6.000906205E0
1.499792041E2,4.769437541E1,1.767418684E1,1.163898698E2,8.972658157E0,3.398721619E2,6.000906205E0,6.000906205E0
1.509792286E2,4.769445602E1,1.767414269E1,1.163899178E2,8.972658157E0,3.394753723E2,6.000906205E0,6.000906205E0
1.519792531E2,4.769452608E1,1.767410384E1,1.164131724E2,8.971048355E0,3.394753723E2,6.000906205E0,6.000906205E0
1.529792784E2,4.769459622E1,1.767406353E1,1.165093211E2,8.341687202E0,3.384177551E2,6.000906205E0,6.000906205E0
1.539793031E2,4.769465883E1,1.767402684E1,1.166343336E2,7.502429962E0,3.384177551E2,6.000906205E0,6.000906205E0
1.549793282E2,4.769467862E1,1.767401525E1,1.167656657E2,7.502429962E0,1.520350932E1,9.548163847E0,9.548163847E0
1.559793527E2,4.769468567E1,1.767402866E1,1.169029582E2,6.250277042E0,3.375400599E1,1.396160955E1,1.396160955E1
1.569793768E2,4.769482757E1,1.767416051E1,1.170403385E2,4.426543236E0,9.125243378E1,6.000906205E0,6.000906205E0
1.579794011E2,4.769482796E1,1.767424285E1,1.171670710E2,5.483436108E0,8.884326935E1,6.000906205E0,6.000906205E0
1.579794011E2,4.769488592E1,1.768074712E1,1.130811479E2,-1.000000000E0,-1.000000000E0,3.808750143E2,3.808750143E2
1.605034970E2,4.769659308E1,1.767934373E1,1.269745964E2,1.245768833E1,-1.000000000E0,6.400000000E1,6.400000000E1
1.614972175E2,4.769671254E1,1.767943757E1,1.038689240E2,1.254510117E1,-1.000000000E0,3.200000000E1,3.200000000E1
1.624950135E2,4.769689900E1,1.767938975E1,1.151378919E2,1.245768833E1,-1.000000000E0,1.600000000E1,1.600000000E1
1.634987957E2,4.769703703E1,1.767934849E1,1.162647886E2,1.254510117E1,-1.000000000E0,1.600000000E1,1.600000000E1
1.644983127E2,4.769714927E1,1.767933647E1,1.163774783E2,1.297742748E1,-1.000000000E0,1.600000000E1,1.600000000E1
1.654983371E2,4.769727342E1,1.767929399E1,1.234640789E2,1.311788654E1,-1.000000000E0,1.600241655E1,1.600241655E1
1.664983615E2,4.769738117E1,1.767930257E1,1.163887473E2,1.339512920E1,3.553120141E2,1.600241655E1,1.600241655E1
1.671623763E2,4.769745145E1,1.767928986E1,1.163898742E2,1.323136711E1,3.554816486E2,1.200181241E1,1.200181241E1
1.681624012E2,4.769756727E1,1.767926729E1,1.163899869E2,1.339512920E1,3.550324408E2,1.200181241E1,1.200181241E1
1.691624442E2,4.769768620E1,1.767923838E1,1.163899981E2,1.363617897E1,3.551422702E2,1.200181241E1,1.200181241E1
1.701624517E2,4.769781215E1,1.767922615E1,1.163899993E2,1.373900795E1,3.557534355E2,1.200181241E1,1.200181241E1
1.711624758E2,4.769793460E1,1.767921335E1,1.163899994E2,1.386313820E1,3.557840075E2,8.001208274E0,8.001208274E0
1.721624999E2,4.769806009E1,1.767919896E1,1.163899994E2,1.373900795E1,3.550122234E2,8.001208274E0,8.001208274E0
1.731625243E2,4.769818326E1,1.767915283E1,1.163899994E2,1.360279274E1,3.550104370E2,8.001208274E0,8.001208274E0
1.741625488E2,4.769830831E1,1.767913666E1,1.163899994E2,1.331196022E1,3.550104370E2,8.001208274E0,8.001208274E0
1.751625737E2,4.769842820E1,1.767912115E1,1.163962616E2,1.355300045E1,3.550104370E2,8.001208274E0,8.001208274E0
1.761625977E2,4.769854777E1,1.767910569E1,1.164101126E2,1.355300045E1,3.550104370E2,8.001208274E0,8.001208274E0
1.771626234E2,4.769867112E1,1.767908973E1,1.164116213E2,1.355300045E1,3.550104370E2,8.001208274E0,8.001208274E0
1.781627268E2,4.769878962E1,1.767907441E1,1.164044113E2,1.292337132E1,3.550104370E2,8.001208274E0,8.001208274E0
1.791627516E2,4.769890654E1,1.767905968E1,1.163990898E2,1.305176353E1,3.551395874E2,8.001208274E0,8.001208274E0
1.801625763E2,4.769903056E1,1.767904406E1,1.163956875E2,1.305176353E1,3.551395874E2,8.001208274E0,8.001208274E0
1.811623914E2,4.769914832E1,1.767902922E1,1.163935482E2,1.316232967E1,3.551395874E2,8.001208274E0,8.001208274E0
1.821622051E2,4.769926690E1,1.767901429E1,1.163922220E2,1.316232967E1,3.551395874E2,8.001208274E0,8.001208274E0
1.831620311E2,4.769938260E1,1.767900063E1,1.163913889E2,1.277169037E1,3.556470337E2,6.000906205E0,6.000906205E0
1.831620311E2,4.770231481E1,1.767551354E1,1.141811479E2,-1.000000000E0,-1.000000000E0,4.800163862E2,4.800163862E2
1.867710663E2,4.770110999E1,1.767725441E1,1.155170746E2,1.216850528E1,3.590932435E2,4.000000000E2,4.000000000E2
1.887710871E2,4.770036617E1,1.767882550E1,1.049430978E2,1.328031826E1,-1.000000000E0,3.200000000E1,3.200000000E1
1.897710984E2,4.770025385E1,1.767880681E1,1.158876901E2,1.328031826E1,-1.000000000E0,3.200000000E1,3.200000000E1
1.907711101E2,4.770008727E1,1.767876957E1,1.169821494E2,1.391267109E1,-1.000000000E0,1.600000000E1,1.600000000E1
1.917711225E2,4.769990928E1,1.767871900E1,1.170915953E2,1.391267109E1,-1.000000000E0,1.600000000E1,1.600000000E1
1.927711352E2,4.769978203E1,1.767874199E1,1.576119497E2,1.366500187E1,-1.000000000E0,3.200483309E1,3.200483309E1
1.937632607E2,4.769972211E1,1.767878373E1,1.171025399E2,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
1.945062712E2,4.769966601E1,1.767882638E1,1.524353113E2,-1.000000000E0,-1.000000000E0,2.400362482E1,2.400362482E1
1.957557031E2,4.769957002E1,1.767886961E1,1.475285638E2,1.113796997E1,1.618781608E2,2.400362482E1,2.400362482E1
1.967557182E2,4.769946579E1,1.767888275E1,1.171036343E2,1.364497852E1,1.769263379E2,1.600241655E1,1.600241655E1
1.978112868E2,4.769934974E1,1.767889544E1,1.171037438E2,1.334428978E1,1.746762414E2,1.600241655E1,1.600241655E1
1.988113035E2,4.769923909E1,1.767891174E1,1.171037547E2,1.360121155E1,1.748632656E2,1.200181241E1,1.200181241E1
1.999095544E2,4.769913119E1,1.767903138E1,1.171037558E2,1.310260582E1,1.751396027E2,1.200181241E1,1.200181241E1
2.009095708E2,4.769902025E1,1.767904535E1,1.170950218E2,1.310260582E1,1.751396027E2,1.200181241E1,1.200181241E1
2.009095708E2,4.769470399E1,1.767120398E1,1.132411479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.009095708E2,4.769470401E1,1.767121429E1,1.132411479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.013381388E2,4.769470685E1,1.767120170E1,1.132411479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.025952368E2,4.769471459E1,1.767113910E1,1.132411479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.029717418E2,4.769473485E1,1.767120701E1,1.132411479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.037489964E2,4.769483346E1,1.767391821E1,1.009952591E2,5.930360317E0,-1.000000000E0,2.400000000E1,2.400000000E1
2.047490624E2,4.769477709E1,1.767388831E1,1.009380615E2,5.930360317E0,-1.000000000E0,3.200000000E1,3.200000000E1
2.057491251E2,4.769468453E1,1.767393930E1,1.008129547E2,8.890247345E0,-1.000000000E0,2.400000000E1,2.400000000E1
2.067491839E2,4.769457263E1,1.767400416E1,1.007341415E2,1.133459187E1,-1.000000000E0,2.400000000E1,2.400000000E1
2.077492421E2,4.769446570E1,1.767408785E1,1.007004135E2,1.133459187E1,-1.000000000E0,1.600000000E1,1.600000000E1
2.085619726E2,4.769431807E1,1.767417479E1,1.230946797E2,1.019192791E1,-1.000000000E0,1.600241655E1,1.600241655E1
2.095620255E2,4.769427090E1,1.767417229E1,1.149229939E2,6.703549862E0,1.688524533E2,1.600241655E1,1.600241655E1
2.105738193E2,4.769415392E1,1.767424714E1,1.163075963E2,6.703549862E0,1.764126434E2,1.200181241E1,1.200181241E1
2.115738697E2,4.769404433E1,1.767425731E1,1.164219965E2,1.213466930E1,1.764126434E2,1.200181241E1,1.200181241E1
2.126613522E2,4.769394126E1,1.767426688E1,1.164183578E2,1.315880680E1,1.764126434E2,1.200181241E1,1.200181241E1
2.136613976E2,4.769380351E1,1.767428344E1,1.164083534E2,1.315880680E1,1.750529175E2,1.200181241E1,1.200181241E1
2.146836509E2,4.769366878E1,1.767430071E1,1.164014890E2,1.315880680E1,1.750529175E2,8.001208274E0,8.001208274E0
