"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.224962833E0,1.473236389E0,1.018032990E0,9.398206329E0
1.235003833E0,1.135388947E0,1.196012878E0,9.595945129E0
1.245043833E0,7.541317749E-1,1.236877899E0,9.806257782E0
1.255083833E0,5.965095520E-1,1.285826111E0,9.826316071E0
1.265124833E0,9.735754395E-1,6.873706055E-1,9.696685638E0
1.275164833E0,9.810598755E-1,1.734592896E0,9.915231171E0
1.285204833E0,3.185375977E-1,1.016087036E0,9.606273651E0
1.295244833E0,8.960366821E-1,6.224057007E-1,1.062295944E1
1.305285833E0,1.554816742E0,1.673220520E0,1.060155396E1
1.315325833E0,1.914219360E0,1.355131989E0,1.035441788E1
1.325365833E0,1.315165100E0,7.620652771E-1,1.000025436E1
1.335406833E0,7.445516968E-1,1.093326416E0,8.946894836E0
1.345446833E0,1.181044006E-1,1.479972382E0,8.959468689E0
1.355486833E0,1.112486572E0,9.065148926E-1,9.946366425E0
1.365526833E0,1.957479401E0,7.090754700E-1,1.006581802E1
1.375567833E0,2.254162445E0,1.495689697E0,9.583071899E0
1.385607833E0,1.893262939E0,1.401086426E0,9.131610718E0
1.395647833E0,6.984475708E-1,1.043031006E0,9.515113220E0
1.405688833E0,1.011446686E0,8.574169922E-1,9.673783264E0
1.415728833E0,8.955876160E-1,1.280736694E0,9.628128204E0
1.425768833E0,1.161584473E0,1.244062958E0,9.660760345E0
1.435808833E0,1.005608826E0,1.175804901E0,9.383387146E0
1.445879833E0,9.955796814E-1,9.199868774E-1,9.550439758E0
1.455929958E0,9.599537659E-1,1.747166748E0,9.293573914E0
1.465970958E0,1.479972382E0,7.728428650E-1,9.110354919E0
1.476010958E0,8.972341919E-1,1.004111938E0,1.041968216E1
1.486050958E0,5.224136353E-1,1.350341949E0,1.033870056E1
1.496091958E0,8.178991699E-1,9.862989807E-1,1.030247589E1
1.506131958E0,1.219064941E0,9.376501465E-1,1.004366409E1
1.516171958E0,2.313588867E0,8.644523621E-1,9.377399597E0
1.526211958E0,1.696721649E0,1.020428009E0,9.600435791E0
1.536252958E0,8.801696777E-1,8.023315430E-1,1.010803024E1
1.546292958E0,8.596623230E-1,6.619235229E-1,1.003333557E1
1.556332958E0,5.731581116E-1,7.219487000E-1,9.572893066E0
1.566373958E0,1.654509430E0,6.608757019E-1,9.271569672E0
1.576413958E0,1.636696472E0,6.930587769E-1,9.487271118E0
1.586453958E0,1.668280792E0,5.535488892E-1,9.817783813E0
1.596493958E0,1.029259644E0,4.119433594E-1,9.679770813E0
1.606534958E0,5.242098999E-1,3.806584167E-1,9.474996643E0
1.616574958E0,2.499801636E-1,3.251239014E-1,8.912915497E0
1.626614958E0,5.622308350E-1,4.632865906E-1,9.224717102E0
1.636655958E0,1.133742371E0,4.667294312E-1,9.715546417E0
1.646695958E0,1.634151764E0,2.279759216E-1,1.006222549E1
1.656735958E0,1.383572845E0,5.713618469E-1,1.010338989E1
1.666775958E0,4.599934387E-1,6.529421997E-1,9.871222687E0
